768402893726650909361273297559105282133,76840289372665090936127329755910528213,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:00:14
45014042348140471877793333974704279671,4501404234814047187779333397470427967,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:00:50
59706921416807506775221538392832618452,5970692141680750677522153839283261845,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:01:16
232951381088877373717881981839805337173,23295138108887737371788198183980533717,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:01:27
475751621016971216243502969389431687093,47575162101697121624350296938943168709,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:01:31
862566317425447806786514961759561443323,86256631742544780678651496175956144332,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:01:58
370540116494064632860185387961378541384,37054011649406463286018538796137854138,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:02:00
862566317425447806786514961759561443323,86256631742544780678651496175956144332,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:02:02
370540116494064632860185387961378541384,37054011649406463286018538796137854138,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:02:38
3593057854673653428174087454019262853612,35930578546736534281740874540192628536,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:03:02
85131838343376406547286710371031467714,8513183834337640654728671037103146771,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:04:03
85131838343376406547286710371031467714,8513183834337640654728671037103146771,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:04:03
920810198368971346827622665956956733488,92081019836897134682762266595695673348,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:04:03
18177548808310567591822890082387663633,1817754880831056759182289008238766363,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:04:12
606574211177850159957579958843230604562,60657421117785015995757995884323060456,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:04:30
405004054711758472781644735135298928834,40500405471175847278164473513529892883,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:04:33
370540116494064632860185387961378541384,37054011649406463286018538796137854138,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:04:54
2863360969579543554129869413937131658125,28633609695795435541298694139371316581,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:05:07
2863360969579543554129869413937131658125,28633609695795435541298694139371316581,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:05:08
814463138419024302763262999069368388763,81446313841902430276326299906936838876,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:05:08
874140878784006556669382871857411691456,87414087878400655666938287185741169145,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:05:19
855744005997066307329831695196893730593,85574400599706630732983169519689373059,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:05:24
84264174075495810854761352027968858593,842641740754958108547613520279688585,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:05:31
511863988266247263579258322377341628101,51186398826624726357925832237734162810,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:05:36
87894202364727137749517258557606245752,8789420236472713774951725855760624575,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:05:43
5791883886910152168695186635986844610422,57918838869101521686951866359868446104,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:05:46
5791883886910152168695186635986844610422,57918838869101521686951866359868446104,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:05:48
588264665553238707674355843628534821312,58826466555323870767435584362853482131,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:06:11
381852693772477506263483736322660839644,38185269377247750626348373632266083964,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:06:12
519562660532076253486117456637424728036,51956266053207625348611745663742472803,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:06:15
6962544109105144704270404908632968266718,69625441091051447042704049086329682667,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:06:15
588264665553238707674355843628534821312,58826466555323870767435584362853482131,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:06:15
6962544109105144704270404908632968266718,69625441091051447042704049086329682667,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:06:16
519562660532076253486117456637424728036,51956266053207625348611745663742472803,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:06:16
4001880070199456944544962179241331381713,40018800701994569445449621792413313817,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:06:33
409396778257634840212501090329281451310,4093967782576348402125010903292814513,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:06:46
5479389472370144576520304414807625556112,54793894723701445765203044148076255561,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:07:10
855877465436378011333824302995950215512,85587746543637801133382430299595021551,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:07:46
4262550556241797007366861951004149708511,42625505562417970073668619510041497085,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:07:59
2897084931091696140219216669708054350211,28970849310916961402192166697080543502,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:08:37
7663483750052530345164614436917116285512,76634837500525303451646144369171162855,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:08:37
45014042348140471877793333974704279671,4501404234814047187779333397470427967,Checkout Confirmation,handheld,DEFAULT_ORDER_PLACED,2018-11-01 00:08:52
632184894510789676227338395668730078642,63218489451078967622733839566873007864,Checkout Confirmation,desktop,DEFAULT_ORDER_PLACED,2018-11-01 00:09:07
